Chain,Token Symbol,Value,Type
arbitrum,ETH,0.0,Claimed Fees
arbitrum,ETH,0.0,Unclaimed Fees
arbitrum,USDC,0.0,Claimed Fees
arbitrum,USDC,0.0,Unclaimed Fees
arbitrum,USDT,0,Claimed Fees
arbitrum,USDT,0,Unclaimed Fees
arbitrum,DAI,0.0,Claimed Fees
arbitrum,DAI,0.0,Unclaimed Fees
arbitrum,GMX,0.0,Claimed Fees
arbitrum,GMX,0.0,Unclaimed Fees
arbitrum,FRAX,0.0,Claimed Fees
arbitrum,FRAX,0.0,Unclaimed Fees
arbitrum,NETH,0.0,Claimed Fees
arbitrum,NETH,0.0,Unclaimed Fees
arbitrum,ARB,0,Claimed Fees
arbitrum,ARB,0,Unclaimed Fees
arbitrum,USDC.e,0,Claimed Fees
arbitrum,USDC.e,0,Unclaimed Fees
arbitrum,GOHM,0.0,Claimed Fees
arbitrum,GOHM,0.0,Unclaimed Fees
arbitrum,WETH,0.0,Claimed Fees
arbitrum,WETH,0.0,Unclaimed Fees
arbitrum,UNIDX,0.0,Claimed Fees
arbitrum,UNIDX,0.0,Unclaimed Fees
arbitrum,SYN,0.0,Claimed Fees
arbitrum,SYN,0.0,Unclaimed Fees
arbitrum,NUSD,0.0,Claimed Fees
arbitrum,NUSD,0.0,Unclaimed Fees
aurora,NUSD,0.0,Claimed Fees
aurora,NUSD,124426.21520482634,Unclaimed Fees
aurora,USDC.e,0.0,Claimed Fees
aurora,USDC.e,0.0,Unclaimed Fees
aurora,USDT.e,0.0,Claimed Fees
aurora,USDT.e,0.0,Unclaimed Fees
avax,AVAX,0.0,Claimed Fees
avax,AVAX,0.0,Unclaimed Fees
avax,AVAX,0.0,Claimed Fees
avax,AVAX,0.0,Unclaimed Fees
avax,USDT.e,0.0,Claimed Fees
avax,USDT.e,0.0,Unclaimed Fees
avax,USDC.e,0.0,Claimed Fees
avax,USDC.e,0.0,Unclaimed Fees
avax,DAI.e,0.0,Claimed Fees
avax,DAI.e,0.0,Unclaimed Fees
avax,WETH.e,0.0,Claimed Fees
avax,WETH.e,0.0,Unclaimed Fees
avax,GOHM,0.0,Claimed Fees
avax,GOHM,0.0,Unclaimed Fees
avax,SYN,0.0,Claimed Fees
avax,SYN,0.0,Unclaimed Fees
avax,GMX,0.0,Claimed Fees
avax,GMX,0.0,Unclaimed Fees
avax,NETH,0.0,Claimed Fees
avax,NETH,0.0,Unclaimed Fees
avax,NUSD,0.0,Claimed Fees
avax,NUSD,0.0,Unclaimed Fees
avax,USDC,0.0,Claimed Fees
avax,USDC,0.0,Unclaimed Fees
avax,USDT,0,Claimed Fees
avax,USDT,0,Unclaimed Fees
avax,JEWEL,0,Claimed Fees
avax,JEWEL,0,Unclaimed Fees
avax,BTCB,0.0,Claimed Fees
avax,BTCB,0.0,Unclaimed Fees
avax,AVWETH,0.0,Claimed Fees
avax,AVWETH,0.0,Unclaimed Fees
boba,WETH,0.0,Claimed Fees
boba,WETH,0.0,Unclaimed Fees
boba,ETH,0.0,Claimed Fees
boba,ETH,0.0,Unclaimed Fees
boba,USDC,0.0,Claimed Fees
boba,USDC,0.0,Unclaimed Fees
boba,USDT,0,Claimed Fees
boba,USDT,0,Unclaimed Fees
boba,DAI,0.0,Claimed Fees
boba,DAI,0.0,Unclaimed Fees
boba,NUSD,0.0,Claimed Fees
boba,NUSD,0.0,Unclaimed Fees
boba,NETH,0.0,Claimed Fees
boba,NETH,0.0,Unclaimed Fees
bsc,BUSD,0.0,Claimed Fees
bsc,BUSD,0.0,Unclaimed Fees
bsc,USDC,71291.76964788382,Claimed Fees
bsc,USDC,0.0,Unclaimed Fees
bsc,NUSD,455331.1431984024,Claimed Fees
bsc,NUSD,368468.94750315585,Unclaimed Fees
bsc,HIGH,1871.172426547332,Claimed Fees
bsc,HIGH,1103.667297974635,Unclaimed Fees
bsc,BSC-USD,63907.307853237595,Claimed Fees
bsc,BSC-USD,0.0,Unclaimed Fees
bsc,USDT,63907.307853237595,Claimed Fees
bsc,USDT,0.0,Unclaimed Fees
bsc,SYN,163.99005132420137,Claimed Fees
bsc,SYN,1520.2467886394181,Unclaimed Fees
canto,NETH,0.0,Claimed Fees
canto,NETH,0.0,Unclaimed Fees
canto,NUSD,0.0,Claimed Fees
canto,NUSD,0.0,Unclaimed Fees
canto,USDC,0.0,Claimed Fees
canto,USDC,0.0,Unclaimed Fees
canto,NOTE,0.0,Claimed Fees
canto,NOTE,0.0,Unclaimed Fees
canto,ETH,0.0,Claimed Fees
canto,ETH,0.0,Unclaimed Fees
canto,USDT,0,Claimed Fees
canto,USDT,0,Unclaimed Fees
cronos,USDC,0.0,Claimed Fees
cronos,USDC,0.0,Unclaimed Fees
cronos,NUSD,0.0,Claimed Fees
cronos,NUSD,0.0,Unclaimed Fees
dogechain,USDC,0.0,Claimed Fees
dogechain,USDC,2297.565564103913,Unclaimed Fees
dogechain,USDT,0.0,Claimed Fees
dogechain,USDT,838.24155,Unclaimed Fees
dogechain,DAI,0.0,Claimed Fees
dogechain,DAI,456.1183986259068,Unclaimed Fees
dogechain,WBTC,0.0,Claimed Fees
dogechain,WBTC,55.67136604218081,Unclaimed Fees
dogechain,FRAX,0.0,Claimed Fees
dogechain,FRAX,13.99130144732704,Unclaimed Fees
dogechain,WETH,0.0,Claimed Fees
dogechain,WETH,1036.1614940871746,Unclaimed Fees
ethereum,ETH,0.0,Claimed Fees
ethereum,ETH,0.0,Unclaimed Fees
ethereum,USDC,36418.71680344351,Claimed Fees
ethereum,USDC,2272.1919792386575,Unclaimed Fees
ethereum,DAI,11460.473400968665,Claimed Fees
ethereum,DAI,875.637917258422,Unclaimed Fees
ethereum,WBTC,1543.0908539753204,Claimed Fees
ethereum,WBTC,74.36011057796681,Unclaimed Fees
ethereum,LINK,8.911638446996928,Claimed Fees
ethereum,LINK,0.0,Unclaimed Fees
ethereum,HIGH,2757.0851158178025,Claimed Fees
ethereum,HIGH,3.539739614727462,Unclaimed Fees
ethereum,UNIDX,0.0,Claimed Fees
ethereum,UNIDX,0.0,Unclaimed Fees
ethereum,FRAX,8900.303326181229,Claimed Fees
ethereum,FRAX,0.0,Unclaimed Fees
ethereum,NUSD,50078.812818846556,Claimed Fees
ethereum,NUSD,47577.437704698816,Unclaimed Fees
ethereum,GOHM,26558.8743674535,Claimed Fees
ethereum,GOHM,3787.6199930146627,Unclaimed Fees
ethereum,SYN,483192.5550515887,Claimed Fees
ethereum,SYN,1323.8267308576858,Unclaimed Fees
ethereum,USDT,29599.428833,Claimed Fees
ethereum,USDT,1866.605428,Unclaimed Fees
ethereum,SYN-ETH Sushi LP,1082802.8651614948,Claimed Fees
ethereum,SYN-ETH Sushi LP,0.0,Unclaimed Fees
ethereum,WETH,983.6796221798411,Claimed Fees
ethereum,WETH,16593.195145040634,Unclaimed Fees
fantom,FTM,0.0,Claimed Fees
fantom,FTM,0.0,Unclaimed Fees
fantom,WFTM,0.0,Claimed Fees
fantom,WFTM,0.0,Unclaimed Fees
fantom,SYN,0.0,Claimed Fees
fantom,SYN,0.0,Unclaimed Fees
fantom,NUSD,0.0,Claimed Fees
fantom,NUSD,0.0,Unclaimed Fees
fantom,NETH,0.0,Claimed Fees
fantom,NETH,0.0,Unclaimed Fees
fantom,GOHM,0.0,Claimed Fees
fantom,GOHM,0.0,Unclaimed Fees
fantom,UNIDX,0.0,Claimed Fees
fantom,UNIDX,0.0,Unclaimed Fees
metis,METIS,0.0,Claimed Fees
metis,METIS,0.0,Unclaimed Fees
metis,m.USDC,0.0,Claimed Fees
metis,m.USDC,0.0,Unclaimed Fees
metis,WETH,0.0,Claimed Fees
metis,WETH,0.0,Unclaimed Fees
metis,SYN,0.0,Claimed Fees
metis,SYN,0.0,Unclaimed Fees
metis,NUSD,0.0,Claimed Fees
metis,NUSD,0.0,Unclaimed Fees
metis,NETH,0.0,Claimed Fees
metis,NETH,0.0,Unclaimed Fees
moonriver,MOVR,0.0,Claimed Fees
moonriver,MOVR,113.83575964447228,Unclaimed Fees
moonriver,USDC,0.0,Claimed Fees
moonriver,USDC,0.0,Unclaimed Fees
moonriver,WETH,0.0,Claimed Fees
moonriver,WETH,0.0,Unclaimed Fees
moonbeam,MOVR,0.0,Claimed Fees
moonbeam,MOVR,112.09170397792698,Unclaimed Fees
moonbeam,WETH,0.0,Claimed Fees
moonbeam,WETH,0.0,Unclaimed Fees
optimism,ETH,0.0,Claimed Fees
optimism,ETH,0.0,Unclaimed Fees
optimism,USDC,0.0,Claimed Fees
optimism,USDC,0.0,Unclaimed Fees
optimism,DAI,0.0,Claimed Fees
optimism,DAI,0.0,Unclaimed Fees
optimism,NETH,0.0,Claimed Fees
optimism,NETH,0.0,Unclaimed Fees
optimism,UNIDX,0.0,Claimed Fees
optimism,UNIDX,0.0,Unclaimed Fees
optimism,OP,0.0,Claimed Fees
optimism,OP,0.0,Unclaimed Fees
optimism,GOHM,0.0,Claimed Fees
optimism,GOHM,0.0,Unclaimed Fees
optimism,USDT,0,Claimed Fees
optimism,USDT,0,Unclaimed Fees
optimism,SYN,0.0,Claimed Fees
optimism,SYN,0.0,Unclaimed Fees
optimism,NUSD,0.0,Claimed Fees
optimism,NUSD,0.0,Unclaimed Fees
optimism,USDC.e,0,Claimed Fees
optimism,USDC.e,0,Unclaimed Fees
optimism,SUSD,0.0,Claimed Fees
optimism,SUSD,0.0,Unclaimed Fees
optimism,WETH,0.0,Claimed Fees
optimism,WETH,0.0,Unclaimed Fees
polygon,MATIC,0.0,Claimed Fees
polygon,MATIC,0.0,Unclaimed Fees
polygon,WMATIC,13930.995662827669,Claimed Fees
polygon,WMATIC,140.53712618299903,Unclaimed Fees
polygon,USDC.e,32849.40825176231,Claimed Fees
polygon,USDC.e,0.0,Unclaimed Fees
polygon,WETH,0.0,Claimed Fees
polygon,WETH,0.0,Unclaimed Fees
polygon,USDT,19039.760559,Claimed Fees
polygon,USDT,0.0,Unclaimed Fees
polygon,DAI,15572.4986280497,Claimed Fees
polygon,DAI,0.0,Unclaimed Fees
polygon,SYN,463.3804794347602,Claimed Fees
polygon,SYN,473.2761504114884,Unclaimed Fees
polygon,GOHM,1644.5390810547967,Claimed Fees
polygon,GOHM,2319.8307815433427,Unclaimed Fees
polygon,NUSD,91193.23562892953,Claimed Fees
polygon,NUSD,32134.46735539109,Unclaimed Fees
