Chain,Token Symbol,Value,Type
arbitrum,ETH,0.0,Claimed Fees
arbitrum,ETH,0.0,Unclaimed Fees
arbitrum,USDC,0.0,Claimed Fees
arbitrum,USDC,0.0,Unclaimed Fees
arbitrum,USDT,0.0,Claimed Fees
arbitrum,USDT,0.0,Unclaimed Fees
arbitrum,DAI,0.0,Claimed Fees
arbitrum,DAI,0.0,Unclaimed Fees
arbitrum,GMX,0.0,Claimed Fees
arbitrum,GMX,0.0,Unclaimed Fees
arbitrum,FRAX,0.0,Claimed Fees
arbitrum,FRAX,0.0,Unclaimed Fees
arbitrum,NETH,0.0,Claimed Fees
arbitrum,NETH,0.0,Unclaimed Fees
arbitrum,ARB,0.0,Claimed Fees
arbitrum,ARB,0.0,Unclaimed Fees
arbitrum,USDC.e,0.0,Claimed Fees
arbitrum,USDC.e,0.0,Unclaimed Fees
arbitrum,GOHM,17573.40309987892,Claimed Fees
arbitrum,GOHM,49497.745983147266,Unclaimed Fees
arbitrum,WETH,0.0,Claimed Fees
arbitrum,WETH,0.0,Unclaimed Fees
arbitrum,UNIDX,0.0,Claimed Fees
arbitrum,UNIDX,0.0,Unclaimed Fees
arbitrum,SYN,0.0,Claimed Fees
arbitrum,SYN,5579.482804350287,Unclaimed Fees
arbitrum,NUSD,88431.31467763936,Claimed Fees
arbitrum,NUSD,269918.4084818951,Unclaimed Fees
aurora,NUSD,0.0,Claimed Fees
aurora,NUSD,124867.21830691447,Unclaimed Fees
aurora,USDC.e,0.0,Claimed Fees
aurora,USDC.e,0.0,Unclaimed Fees
aurora,USDT.e,0.0,Claimed Fees
aurora,USDT.e,0.0,Unclaimed Fees
avax,AVAX,0.0,Claimed Fees
avax,AVAX,0.0,Unclaimed Fees
avax,AVAX,53.30366904,Claimed Fees
avax,AVAX,21307.13950780228,Unclaimed Fees
avax,USDT.e,0.0,Claimed Fees
avax,USDT.e,0.0,Unclaimed Fees
avax,USDC.e,0.0,Claimed Fees
avax,USDC.e,0.0,Unclaimed Fees
avax,DAI.e,0.0,Claimed Fees
avax,DAI.e,0.0,Unclaimed Fees
avax,WETH.e,0.0,Claimed Fees
avax,WETH.e,0.0,Unclaimed Fees
avax,GOHM,15113.98308657451,Claimed Fees
avax,GOHM,13392.268260341822,Unclaimed Fees
avax,SYN,25174.387843516255,Claimed Fees
avax,SYN,12218.241756432206,Unclaimed Fees
avax,GMX,169.10337808922043,Claimed Fees
avax,GMX,0.0,Unclaimed Fees
avax,NETH,38153.3738299126,Claimed Fees
avax,NETH,36495.46025005056,Unclaimed Fees
avax,NUSD,0.6208497745527228,Claimed Fees
avax,NUSD,28965.826696513635,Unclaimed Fees
avax,USDC,0.0,Claimed Fees
avax,USDC,0.0,Unclaimed Fees
avax,USDT,0.0,Claimed Fees
avax,USDT,0.0,Unclaimed Fees
avax,JEWEL,0.0,Claimed Fees
avax,JEWEL,0.0,Unclaimed Fees
avax,BTCB,0.0,Claimed Fees
avax,BTCB,8.1573051874e-08,Unclaimed Fees
avax,AVWETH,0.0,Claimed Fees
avax,AVWETH,0.0,Unclaimed Fees
boba,WETH,0.0,Claimed Fees
boba,WETH,0.0,Unclaimed Fees
boba,ETH,0.0,Claimed Fees
boba,ETH,0.0,Unclaimed Fees
boba,USDC,0.0,Claimed Fees
boba,USDC,0.0,Unclaimed Fees
boba,USDT,0.0,Claimed Fees
boba,USDT,0.0,Unclaimed Fees
boba,DAI,0.0,Claimed Fees
boba,DAI,0.0,Unclaimed Fees
boba,NUSD,0.0,Claimed Fees
boba,NUSD,122044.79063311646,Unclaimed Fees
boba,NETH,27743.019424462465,Claimed Fees
boba,NETH,12645.926165870495,Unclaimed Fees
bsc,BUSD,0.0,Claimed Fees
bsc,BUSD,0.0,Unclaimed Fees
bsc,USDC,71398.50911688953,Claimed Fees
bsc,USDC,0.0,Unclaimed Fees
bsc,NUSD,0.0,Claimed Fees
bsc,NUSD,385054.460182654,Unclaimed Fees
bsc,HIGH,7527.529777380404,Claimed Fees
bsc,HIGH,4446.096791437925,Unclaimed Fees
bsc,BSC-USD,63902.259175917185,Claimed Fees
bsc,BSC-USD,0.0,Unclaimed Fees
bsc,USDT,63902.259175917185,Claimed Fees
bsc,USDT,0.0,Unclaimed Fees
bsc,SYN,281.0395846035229,Claimed Fees
bsc,SYN,2874.6900187303527,Unclaimed Fees
canto,NETH,0.0,Claimed Fees
canto,NETH,0.0,Unclaimed Fees
canto,NUSD,0.0,Claimed Fees
canto,NUSD,31852.706953302208,Unclaimed Fees
canto,USDC,0.0,Claimed Fees
canto,USDC,0.0,Unclaimed Fees
canto,NOTE,0.0,Claimed Fees
canto,NOTE,0.0,Unclaimed Fees
canto,ETH,0.0,Claimed Fees
canto,ETH,0.0,Unclaimed Fees
canto,USDT,0.0,Claimed Fees
canto,USDT,0.0,Unclaimed Fees
cronos,USDC,0.0,Claimed Fees
cronos,USDC,0.0,Unclaimed Fees
cronos,NUSD,0.0,Claimed Fees
cronos,NUSD,0.0,Unclaimed Fees
dogechain,USDC,0.0,Claimed Fees
dogechain,USDC,2313.106067178,Unclaimed Fees
dogechain,USDT,0.0,Claimed Fees
dogechain,USDT,838.8948340721519,Unclaimed Fees
dogechain,DAI,0.0,Claimed Fees
dogechain,DAI,455.86273589001684,Unclaimed Fees
dogechain,WBTC,0.0,Claimed Fees
dogechain,WBTC,77.75241732,Unclaimed Fees
dogechain,FRAX,0.0,Claimed Fees
dogechain,FRAX,13.989532306886266,Unclaimed Fees
dogechain,WETH,0.0,Claimed Fees
dogechain,WETH,1387.2984666181703,Unclaimed Fees
ethereum,ETH,0.0,Claimed Fees
ethereum,ETH,0.0,Unclaimed Fees
ethereum,USDC,0.0,Claimed Fees
ethereum,USDC,2786.6139506940003,Unclaimed Fees
ethereum,DAI,11449.024376592075,Claimed Fees
ethereum,DAI,934.7631541043178,Unclaimed Fees
ethereum,WBTC,2155.13023248,Claimed Fees
ethereum,WBTC,103.853718,Unclaimed Fees
ethereum,LINK,11.136000000000001,Claimed Fees
ethereum,LINK,0.0,Unclaimed Fees
ethereum,HIGH,11091.463305915613,Claimed Fees
ethereum,HIGH,28.48,Unclaimed Fees
ethereum,UNIDX,0.0,Claimed Fees
ethereum,UNIDX,0.0,Unclaimed Fees
ethereum,FRAX,26007.147591153807,Claimed Fees
ethereum,FRAX,99.92523076347332,Unclaimed Fees
ethereum,NUSD,205019.45050272215,Claimed Fees
ethereum,NUSD,162710.81221397585,Unclaimed Fees
ethereum,GOHM,28323.185826297304,Claimed Fees
ethereum,GOHM,6983.7110120845155,Unclaimed Fees
ethereum,SYN,828076.0561916647,Claimed Fees
ethereum,SYN,7321.819385690085,Unclaimed Fees
ethereum,USDT,0.0,Claimed Fees
ethereum,USDT,2226.4295261711877,Unclaimed Fees
ethereum,SYN-ETH Sushi LP,1665223.0687428147,Claimed Fees
ethereum,SYN-ETH Sushi LP,0.0,Unclaimed Fees
ethereum,WETH,1303.9910854013217,Claimed Fees
ethereum,WETH,85420.2580412399,Unclaimed Fees
fantom,FTM,0.0,Claimed Fees
fantom,FTM,0.0,Unclaimed Fees
fantom,WFTM,669.9279814984928,Claimed Fees
fantom,WFTM,63.97519202966,Unclaimed Fees
fantom,SYN,1534.7766200052556,Claimed Fees
fantom,SYN,9905.810112073,Unclaimed Fees
fantom,NUSD,0.0,Claimed Fees
fantom,NUSD,182677.75171053043,Unclaimed Fees
fantom,NETH,65005.79563984878,Claimed Fees
fantom,NETH,10859.472888210152,Unclaimed Fees
fantom,GOHM,0.0,Claimed Fees
fantom,GOHM,5879.801973599919,Unclaimed Fees
fantom,UNIDX,0.0,Claimed Fees
fantom,UNIDX,0.0,Unclaimed Fees
metis,METIS,14536.000000000002,Claimed Fees
metis,METIS,0.0,Unclaimed Fees
metis,m.USDC,0.0,Claimed Fees
metis,m.USDC,0.0,Unclaimed Fees
metis,WETH,0.0,Claimed Fees
metis,WETH,0.0,Unclaimed Fees
metis,SYN,2386.380020688379,Claimed Fees
metis,SYN,284.3251101086824,Unclaimed Fees
metis,NUSD,37687.22781547569,Claimed Fees
metis,NUSD,97593.74185075438,Unclaimed Fees
metis,NETH,0.0,Claimed Fees
metis,NETH,15237.52350079957,Unclaimed Fees
moonriver,MOVR,0.0,Claimed Fees
moonriver,MOVR,154.8921474164041,Unclaimed Fees
moonriver,USDC,0.0,Claimed Fees
moonriver,USDC,0.0,Unclaimed Fees
moonriver,WETH,0.0,Claimed Fees
moonriver,WETH,0.0,Unclaimed Fees
moonbeam,MOVR,0.0,Claimed Fees
moonbeam,MOVR,152.765865528496,Unclaimed Fees
moonbeam,WETH,0.0,Claimed Fees
moonbeam,WETH,0.0,Unclaimed Fees
optimism,ETH,0.0,Claimed Fees
optimism,ETH,0.0,Unclaimed Fees
optimism,USDC,0.0,Claimed Fees
optimism,USDC,0.0,Unclaimed Fees
optimism,DAI,0.0,Claimed Fees
optimism,DAI,0.0,Unclaimed Fees
optimism,NETH,6434.798083561055,Claimed Fees
optimism,NETH,86584.34563500647,Unclaimed Fees
optimism,UNIDX,0.0,Claimed Fees
optimism,UNIDX,0.0,Unclaimed Fees
optimism,OP,0.0,Claimed Fees
optimism,OP,0.0,Unclaimed Fees
optimism,GOHM,0.0,Claimed Fees
optimism,GOHM,1655.8466103201342,Unclaimed Fees
optimism,USDT,0.0,Claimed Fees
optimism,USDT,0.0,Unclaimed Fees
optimism,SYN,0.0,Claimed Fees
optimism,SYN,1076.4752097626217,Unclaimed Fees
optimism,NUSD,0.0,Claimed Fees
optimism,NUSD,87993.76284995991,Unclaimed Fees
optimism,USDC.e,0.0,Claimed Fees
optimism,USDC.e,0.0,Unclaimed Fees
optimism,SUSD,0.0,Claimed Fees
optimism,SUSD,0.0,Unclaimed Fees
optimism,WETH,0.0,Claimed Fees
optimism,WETH,0.0,Unclaimed Fees
polygon,MATIC,0.0,Claimed Fees
polygon,MATIC,0.0,Unclaimed Fees
polygon,WMATIC,20381.8757903588,Claimed Fees
polygon,WMATIC,266.68971,Unclaimed Fees
polygon,USDC.e,32898.59104539001,Claimed Fees
polygon,USDC.e,0.0,Unclaimed Fees
polygon,WETH,0.0,Claimed Fees
polygon,WETH,0.0,Unclaimed Fees
polygon,USDT,19038.256417915836,Claimed Fees
polygon,USDT,0.0,Unclaimed Fees
polygon,DAI,15556.941686363338,Claimed Fees
polygon,DAI,0.0,Unclaimed Fees
polygon,SYN,794.1229141777055,Claimed Fees
polygon,SYN,848.1343503174572,Unclaimed Fees
polygon,GOHM,1753.7861487233365,Claimed Fees
polygon,GOHM,2485.9200382616577,Unclaimed Fees
polygon,NUSD,91329.77197240958,Claimed Fees
polygon,NUSD,41047.06912077654,Unclaimed Fees
