Chain,Token Symbol,Value,Type
arbitrum,ETH,0.0,Claimed Fees
arbitrum,ETH,0.0,Unclaimed Fees
arbitrum,USDC,0.0,Claimed Fees
arbitrum,USDC,0.0,Unclaimed Fees
arbitrum,USDT,10932.960446399999,Claimed Fees
arbitrum,USDT,0.0,Unclaimed Fees
arbitrum,DAI,4459.0183386,Claimed Fees
arbitrum,DAI,0.0,Unclaimed Fees
arbitrum,GMX,13447.065244986197,Claimed Fees
arbitrum,GMX,91634.943234888,Unclaimed Fees
arbitrum,FRAX,0.0,Claimed Fees
arbitrum,FRAX,0.0,Unclaimed Fees
arbitrum,NETH,94080.72815092251,Claimed Fees
arbitrum,NETH,357840.2040564806,Unclaimed Fees
arbitrum,ARB,1194987.92,Claimed Fees
arbitrum,ARB,0.0,Unclaimed Fees
arbitrum,USDC.e,15726.47,Claimed Fees
arbitrum,USDC.e,0.0,Unclaimed Fees
arbitrum,GOHM,18991.051112661626,Claimed Fees
arbitrum,GOHM,64651.950639555645,Unclaimed Fees
arbitrum,WETH,0.0,Claimed Fees
arbitrum,WETH,0.0,Unclaimed Fees
arbitrum,UNIDX,0.0,Claimed Fees
arbitrum,UNIDX,916.3305203642371,Unclaimed Fees
arbitrum,SYN,0.0,Claimed Fees
arbitrum,SYN,6701.095597674366,Unclaimed Fees
arbitrum,NUSD,0.0,Claimed Fees
arbitrum,NUSD,34335.85432824575,Unclaimed Fees
aurora,NUSD,0.0,Claimed Fees
aurora,NUSD,126358.49528865352,Unclaimed Fees
aurora,USDC.e,0.0,Claimed Fees
aurora,USDC.e,0.0,Unclaimed Fees
aurora,USDT.e,0.0,Claimed Fees
aurora,USDT.e,0.0,Unclaimed Fees
avax,AVAX,0.0,Claimed Fees
avax,AVAX,0.0,Unclaimed Fees
avax,AVAX,34.81328987,Claimed Fees
avax,AVAX,16983.667020020443,Unclaimed Fees
avax,USDT.e,0.0,Claimed Fees
avax,USDT.e,0.0,Unclaimed Fees
avax,USDC.e,0.0,Claimed Fees
avax,USDC.e,0.0,Unclaimed Fees
avax,DAI.e,0.0,Claimed Fees
avax,DAI.e,0.0,Unclaimed Fees
avax,WETH.e,0.0,Claimed Fees
avax,WETH.e,0.0,Unclaimed Fees
avax,GOHM,16333.229465101014,Claimed Fees
avax,GOHM,15034.075548577184,Unclaimed Fees
avax,SYN,20647.05435805155,Claimed Fees
avax,SYN,11414.743375812257,Unclaimed Fees
avax,GMX,158.09696830205334,Claimed Fees
avax,GMX,0.0,Unclaimed Fees
avax,NETH,46491.40631643151,Claimed Fees
avax,NETH,59432.41862081405,Unclaimed Fees
avax,NUSD,0.6196105534458312,Claimed Fees
avax,NUSD,74183.46848301726,Unclaimed Fees
avax,USDC,0.0,Claimed Fees
avax,USDC,0.0,Unclaimed Fees
avax,USDT,0.0,Claimed Fees
avax,USDT,0.0,Unclaimed Fees
avax,JEWEL,0.0,Claimed Fees
avax,JEWEL,0.0,Unclaimed Fees
avax,BTCB,0.0,Claimed Fees
avax,BTCB,1.75875571368e-07,Unclaimed Fees
avax,AVWETH,0.0,Claimed Fees
avax,AVWETH,0.0,Unclaimed Fees
boba,WETH,0.0,Claimed Fees
boba,WETH,0.0,Unclaimed Fees
boba,ETH,0.0,Claimed Fees
boba,ETH,0.0,Unclaimed Fees
boba,USDC,0.0,Claimed Fees
boba,USDC,0.0,Unclaimed Fees
boba,USDT,0.0,Claimed Fees
boba,USDT,0.0,Unclaimed Fees
boba,DAI,0.0,Claimed Fees
boba,DAI,0.0,Unclaimed Fees
boba,NUSD,0.0,Claimed Fees
boba,NUSD,122641.18825660324,Unclaimed Fees
boba,NETH,33805.97465003506,Claimed Fees
boba,NETH,16492.392137718245,Unclaimed Fees
bsc,BUSD,0.0,Claimed Fees
bsc,BUSD,35.975678109796874,Unclaimed Fees
bsc,USDC,71255.99712264424,Claimed Fees
bsc,USDC,0.0,Unclaimed Fees
bsc,NUSD,0.0,Claimed Fees
bsc,NUSD,110089.71064003336,Unclaimed Fees
bsc,HIGH,2600.803827578061,Claimed Fees
bsc,HIGH,1571.7068982486396,Unclaimed Fees
bsc,BSC-USD,63897.082683981076,Claimed Fees
bsc,BSC-USD,0.0,Unclaimed Fees
bsc,USDT,63897.082683981076,Claimed Fees
bsc,USDT,0.0,Unclaimed Fees
bsc,SYN,230.4977430292373,Claimed Fees
bsc,SYN,3310.8493984551897,Unclaimed Fees
canto,NETH,0.0,Claimed Fees
canto,NETH,9167.81516057419,Unclaimed Fees
canto,NUSD,0.0,Claimed Fees
canto,NUSD,111424.32554373004,Unclaimed Fees
canto,USDC,0.0,Claimed Fees
canto,USDC,0.0,Unclaimed Fees
canto,NOTE,0.0,Claimed Fees
canto,NOTE,0.0,Unclaimed Fees
canto,ETH,0.0,Claimed Fees
canto,ETH,0.0,Unclaimed Fees
canto,USDT,0.0,Claimed Fees
canto,USDT,0.0,Unclaimed Fees
cronos,USDC,0,Claimed Fees
cronos,USDC,0,Unclaimed Fees
cronos,NUSD,0,Claimed Fees
cronos,NUSD,0,Unclaimed Fees
dogechain,USDC,0.0,Claimed Fees
dogechain,USDC,2319.13964,Unclaimed Fees
dogechain,USDT,0.0,Claimed Fees
dogechain,USDT,845.11973720352,Unclaimed Fees
dogechain,DAI,0.0,Claimed Fees
dogechain,DAI,455.58465962112393,Unclaimed Fees
dogechain,WBTC,0.0,Claimed Fees
dogechain,WBTC,102.54875202000001,Unclaimed Fees
dogechain,FRAX,0.0,Claimed Fees
dogechain,FRAX,14.0,Unclaimed Fees
dogechain,WETH,0.0,Claimed Fees
dogechain,WETH,1722.6712939641511,Unclaimed Fees
ethereum,ETH,0.0,Claimed Fees
ethereum,ETH,0.0,Unclaimed Fees
ethereum,USDC,51524.32383,Claimed Fees
ethereum,USDC,30.0,Unclaimed Fees
ethereum,DAI,14392.686915752683,Claimed Fees
ethereum,DAI,0.0,Unclaimed Fees
ethereum,WBTC,3406.72797465,Claimed Fees
ethereum,WBTC,0.0,Unclaimed Fees
ethereum,LINK,20.192,Claimed Fees
ethereum,LINK,0.0,Unclaimed Fees
ethereum,HIGH,3881.3628837854503,Claimed Fees
ethereum,HIGH,14.76,Unclaimed Fees
ethereum,UNIDX,0.0,Claimed Fees
ethereum,UNIDX,0.0,Unclaimed Fees
ethereum,FRAX,26526.60748686553,Claimed Fees
ethereum,FRAX,0.0,Unclaimed Fees
ethereum,NUSD,1234180.7497778938,Claimed Fees
ethereum,NUSD,3711.9117794759654,Unclaimed Fees
ethereum,GOHM,51672.06735223718,Claimed Fees
ethereum,GOHM,314.9572724994679,Unclaimed Fees
ethereum,SYN,24672.15173188657,Claimed Fees
ethereum,SYN,41.43972,Unclaimed Fees
ethereum,USDT,6771.8647832472,Claimed Fees
ethereum,USDT,0.0,Unclaimed Fees
ethereum,SYN-ETH Sushi LP,1824552.1179049518,Claimed Fees
ethereum,SYN-ETH Sushi LP,0.0,Unclaimed Fees
ethereum,WETH,122893.62625682665,Claimed Fees
ethereum,WETH,3940.705464928732,Unclaimed Fees
fantom,FTM,0.0,Claimed Fees
fantom,FTM,0.0,Unclaimed Fees
fantom,WFTM,380.05017724597684,Claimed Fees
fantom,WFTM,46.67951762243,Unclaimed Fees
fantom,SYN,1258.7641255744238,Claimed Fees
fantom,SYN,8417.172106766831,Unclaimed Fees
fantom,NUSD,25123.743728902864,Claimed Fees
fantom,NUSD,208253.0253350889,Unclaimed Fees
fantom,NETH,81458.09176682496,Claimed Fees
fantom,NETH,15755.202678726708,Unclaimed Fees
fantom,GOHM,0.0,Claimed Fees
fantom,GOHM,6675.241568646177,Unclaimed Fees
fantom,UNIDX,0.0,Claimed Fees
fantom,UNIDX,0.0,Unclaimed Fees
metis,METIS,13572.0,Claimed Fees
metis,METIS,0.0,Unclaimed Fees
metis,m.USDC,1342040.806754,Claimed Fees
metis,m.USDC,0.0,Unclaimed Fees
metis,WETH,0.0,Claimed Fees
metis,WETH,0.0,Unclaimed Fees
metis,SYN,1957.216132221115,Claimed Fees
metis,SYN,323.19679077452713,Unclaimed Fees
metis,NUSD,0.006538346763889869,Claimed Fees
metis,NUSD,114169.02332487617,Unclaimed Fees
metis,NETH,0.0,Claimed Fees
metis,NETH,22235.41279979263,Unclaimed Fees
moonriver,MOVR,0.0,Claimed Fees
moonriver,MOVR,110.76338406206303,Unclaimed Fees
moonriver,USDC,0.0,Claimed Fees
moonriver,USDC,0.0,Unclaimed Fees
moonriver,WETH,0.0,Claimed Fees
moonriver,WETH,0.0,Unclaimed Fees
moonbeam,MOVR,0.0,Claimed Fees
moonbeam,MOVR,107.17779376482488,Unclaimed Fees
moonbeam,WETH,0.0,Claimed Fees
moonbeam,WETH,11.60172,Unclaimed Fees
optimism,ETH,0.0,Claimed Fees
optimism,ETH,0.0,Unclaimed Fees
optimism,USDC,0.0,Claimed Fees
optimism,USDC,0.0,Unclaimed Fees
optimism,DAI,0.0,Claimed Fees
optimism,DAI,0.0,Unclaimed Fees
optimism,NETH,7841.057873432031,Claimed Fees
optimism,NETH,126936.71558204727,Unclaimed Fees
optimism,UNIDX,0.0,Claimed Fees
optimism,UNIDX,0.0,Unclaimed Fees
optimism,OP,201000.0,Claimed Fees
optimism,OP,0.0,Unclaimed Fees
optimism,GOHM,0.0,Claimed Fees
optimism,GOHM,1832.3921556938171,Unclaimed Fees
optimism,USDT,0.0,Claimed Fees
optimism,USDT,0.0,Unclaimed Fees
optimism,SYN,0.0,Claimed Fees
optimism,SYN,1048.6420034833059,Unclaimed Fees
optimism,NUSD,0.0,Claimed Fees
optimism,NUSD,129361.07817603191,Unclaimed Fees
optimism,USDC.e,0.0,Claimed Fees
optimism,USDC.e,0.0,Unclaimed Fees
optimism,SUSD,0.0,Claimed Fees
optimism,SUSD,0.0,Unclaimed Fees
optimism,WETH,0.0,Claimed Fees
optimism,WETH,0.0,Unclaimed Fees
polygon,MATIC,0.0,Claimed Fees
polygon,MATIC,0.0,Unclaimed Fees
polygon,WMATIC,12176.224407411655,Claimed Fees
polygon,WMATIC,264.757555059,Unclaimed Fees
polygon,USDC.e,32832.925195,Claimed Fees
polygon,USDC.e,0.0,Unclaimed Fees
polygon,WETH,0.0,Claimed Fees
polygon,WETH,0.0,Unclaimed Fees
polygon,USDT,19036.714197310557,Claimed Fees
polygon,USDT,0.0,Unclaimed Fees
polygon,DAI,15547.451951934656,Claimed Fees
polygon,DAI,0.0,Unclaimed Fees
polygon,SYN,651.3087459333916,Claimed Fees
polygon,SYN,888.9979703955315,Unclaimed Fees
polygon,GOHM,1895.2642354918921,Claimed Fees
polygon,GOHM,2774.718446858418,Unclaimed Fees
polygon,NUSD,91147.47701837284,Claimed Fees
polygon,NUSD,104484.17876597973,Unclaimed Fees
