Chain,Token Symbol,Value,Type
arbitrum,ETH,0.0,Claimed Fees
arbitrum,ETH,0.0,Unclaimed Fees
arbitrum,USDC,0.0,Claimed Fees
arbitrum,USDC,0.0,Unclaimed Fees
arbitrum,USDT,10933.583724869999,Claimed Fees
arbitrum,USDT,0.0,Unclaimed Fees
arbitrum,DAI,4459.58051784,Claimed Fees
arbitrum,DAI,0.0,Unclaimed Fees
arbitrum,GMX,17300.51710989388,Claimed Fees
arbitrum,GMX,112443.01359856724,Unclaimed Fees
arbitrum,FRAX,0.0,Claimed Fees
arbitrum,FRAX,0.0,Unclaimed Fees
arbitrum,NETH,78059.45949096356,Claimed Fees
arbitrum,NETH,228732.46845924942,Unclaimed Fees
arbitrum,ARB,0.0,Claimed Fees
arbitrum,ARB,0.0,Unclaimed Fees
arbitrum,USDC.e,0.0,Claimed Fees
arbitrum,USDC.e,0.0,Unclaimed Fees
arbitrum,GOHM,18000.311667277132,Claimed Fees
arbitrum,GOHM,53015.86567143194,Unclaimed Fees
arbitrum,WETH,0.0,Claimed Fees
arbitrum,WETH,0.0,Unclaimed Fees
arbitrum,UNIDX,0.0,Claimed Fees
arbitrum,UNIDX,355.9353813896367,Unclaimed Fees
arbitrum,SYN,0.0,Claimed Fees
arbitrum,SYN,10851.373904972006,Unclaimed Fees
arbitrum,NUSD,88388.51392133537,Claimed Fees
arbitrum,NUSD,321398.9560127765,Unclaimed Fees
aurora,NUSD,0.0,Claimed Fees
aurora,NUSD,125185.0005768566,Unclaimed Fees
aurora,USDC.e,0.0,Claimed Fees
aurora,USDC.e,0.0,Unclaimed Fees
aurora,USDT.e,0.0,Claimed Fees
aurora,USDT.e,0.0,Unclaimed Fees
avax,AVAX,0.0,Claimed Fees
avax,AVAX,0.0,Unclaimed Fees
avax,AVAX,45.704149959999995,Claimed Fees
avax,AVAX,19249.0890761097,Unclaimed Fees
avax,USDT.e,0.0,Claimed Fees
avax,USDT.e,0.0,Unclaimed Fees
avax,USDC.e,0.0,Claimed Fees
avax,USDC.e,0.0,Unclaimed Fees
avax,DAI.e,0.0,Claimed Fees
avax,DAI.e,0.0,Unclaimed Fees
avax,WETH.e,0.0,Claimed Fees
avax,WETH.e,0.0,Unclaimed Fees
avax,GOHM,15481.145259461491,Claimed Fees
avax,GOHM,13918.523162080046,Unclaimed Fees
avax,SYN,38265.06971326928,Claimed Fees
avax,SYN,19864.423030378144,Unclaimed Fees
avax,GMX,203.40195093140053,Claimed Fees
avax,GMX,0.0,Unclaimed Fees
avax,NETH,38574.25552886548,Claimed Fees
avax,NETH,39474.31672652083,Unclaimed Fees
avax,NUSD,0.6196664532763754,Claimed Fees
avax,NUSD,40668.7651234191,Unclaimed Fees
avax,USDC,0.0,Claimed Fees
avax,USDC,0.0,Unclaimed Fees
avax,USDT,0.0,Claimed Fees
avax,USDT,0.0,Unclaimed Fees
avax,JEWEL,0.0,Claimed Fees
avax,JEWEL,0.0,Unclaimed Fees
avax,BTCB,0.0,Claimed Fees
avax,BTCB,9.912050302e-08,Unclaimed Fees
avax,AVWETH,0.0,Claimed Fees
avax,AVWETH,0.0,Unclaimed Fees
boba,WETH,0.0,Claimed Fees
boba,WETH,0.0,Unclaimed Fees
boba,ETH,0.0,Claimed Fees
boba,ETH,0.0,Unclaimed Fees
boba,USDC,0.0,Claimed Fees
boba,USDC,0.0,Unclaimed Fees
boba,USDT,0.0,Claimed Fees
boba,USDT,0.0,Unclaimed Fees
boba,DAI,0.0,Claimed Fees
boba,DAI,0.0,Unclaimed Fees
boba,NUSD,0.0,Claimed Fees
boba,NUSD,122016.19528240539,Unclaimed Fees
boba,NETH,28049.06127547948,Claimed Fees
boba,NETH,13032.495424564251,Unclaimed Fees
bsc,BUSD,0.0,Claimed Fees
bsc,BUSD,0.0,Unclaimed Fees
bsc,USDC,71262.42567384025,Claimed Fees
bsc,USDC,0.0,Unclaimed Fees
bsc,NUSD,0.0,Claimed Fees
bsc,NUSD,23585.17601871459,Unclaimed Fees
bsc,HIGH,5899.384291823406,Claimed Fees
bsc,HIGH,3487.231024750509,Unclaimed Fees
bsc,BSC-USD,63900.72540052871,Claimed Fees
bsc,BSC-USD,0.0,Unclaimed Fees
bsc,USDT,63900.72540052871,Claimed Fees
bsc,USDT,0.0,Unclaimed Fees
bsc,SYN,427.18017073101424,Claimed Fees
bsc,SYN,5222.003887436036,Unclaimed Fees
canto,NETH,0.0,Claimed Fees
canto,NETH,0.0,Unclaimed Fees
canto,NUSD,0.0,Claimed Fees
canto,NUSD,0.0,Unclaimed Fees
canto,USDC,0.0,Claimed Fees
canto,USDC,0.0,Unclaimed Fees
canto,NOTE,0.0,Claimed Fees
canto,NOTE,0.0,Unclaimed Fees
canto,ETH,0.0,Claimed Fees
canto,ETH,0.0,Unclaimed Fees
canto,USDT,0.0,Claimed Fees
canto,USDT,0.0,Unclaimed Fees
cronos,USDC,0.0,Claimed Fees
cronos,USDC,0.0,Unclaimed Fees
cronos,NUSD,0.0,Claimed Fees
cronos,NUSD,0.0,Unclaimed Fees
dogechain,USDC,0.0,Claimed Fees
dogechain,USDC,2309.692702334262,Unclaimed Fees
dogechain,USDT,0.0,Claimed Fees
dogechain,USDT,838.874699005464,Unclaimed Fees
dogechain,DAI,0.0,Claimed Fees
dogechain,DAI,455.64209832584606,Unclaimed Fees
dogechain,WBTC,0.0,Claimed Fees
dogechain,WBTC,77.7557841,Unclaimed Fees
dogechain,FRAX,0.0,Claimed Fees
dogechain,FRAX,14.005479746400983,Unclaimed Fees
dogechain,WETH,0.0,Claimed Fees
dogechain,WETH,1407.7977132154815,Unclaimed Fees
ethereum,ETH,0.0,Claimed Fees
ethereum,ETH,0.0,Unclaimed Fees
ethereum,USDC,8780.422210917244,Claimed Fees
ethereum,USDC,1192.7791490676766,Unclaimed Fees
ethereum,DAI,14064.661221201191,Claimed Fees
ethereum,DAI,119.94192,Unclaimed Fees
ethereum,WBTC,2259.0817674,Claimed Fees
ethereum,WBTC,138.57,Unclaimed Fees
ethereum,LINK,11.504000000000001,Claimed Fees
ethereum,LINK,0.0,Unclaimed Fees
ethereum,HIGH,8714.787029074314,Claimed Fees
ethereum,HIGH,0.0,Unclaimed Fees
ethereum,UNIDX,0.0,Claimed Fees
ethereum,UNIDX,0.0,Unclaimed Fees
ethereum,FRAX,26236.872855293113,Claimed Fees
ethereum,FRAX,0.0,Unclaimed Fees
ethereum,NUSD,1096124.3244293,Claimed Fees
ethereum,NUSD,173901.69813578663,Unclaimed Fees
ethereum,GOHM,36599.020635803194,Claimed Fees
ethereum,GOHM,2510.4250006258617,Unclaimed Fees
ethereum,SYN,440300.77721994027,Claimed Fees
ethereum,SYN,8007.091651033085,Unclaimed Fees
ethereum,USDT,5849.542626045327,Claimed Fees
ethereum,USDT,302.945472402063,Unclaimed Fees
ethereum,SYN-ETH Sushi LP,2177178.3548059403,Claimed Fees
ethereum,SYN-ETH Sushi LP,0.0,Unclaimed Fees
ethereum,WETH,0.0,Claimed Fees
ethereum,WETH,99595.64689031258,Unclaimed Fees
fantom,FTM,0.0,Claimed Fees
fantom,FTM,0.0,Unclaimed Fees
fantom,WFTM,532.4908812564485,Claimed Fees
fantom,WFTM,54.274653312306754,Unclaimed Fees
fantom,SYN,2332.8604740600504,Claimed Fees
fantom,SYN,15179.99868724914,Unclaimed Fees
fantom,NUSD,0.0,Claimed Fees
fantom,NUSD,191047.21258189052,Unclaimed Fees
fantom,NETH,65722.89473133812,Claimed Fees
fantom,NETH,11659.992092465909,Unclaimed Fees
fantom,GOHM,0.0,Claimed Fees
fantom,GOHM,6111.151298312883,Unclaimed Fees
fantom,UNIDX,0.0,Claimed Fees
fantom,UNIDX,0.0,Unclaimed Fees
metis,METIS,13699.8,Claimed Fees
metis,METIS,0.0,Unclaimed Fees
metis,m.USDC,1342161.882570517,Claimed Fees
metis,m.USDC,0.0,Unclaimed Fees
metis,WETH,0.0,Claimed Fees
metis,WETH,0.0,Unclaimed Fees
metis,SYN,3627.2976495637913,Claimed Fees
metis,SYN,445.37879453538017,Unclaimed Fees
metis,NUSD,0.0065389366384071895,Claimed Fees
metis,NUSD,101400.81138318697,Unclaimed Fees
metis,NETH,0.0,Claimed Fees
metis,NETH,16199.4589295387,Unclaimed Fees
moonriver,MOVR,0.0,Claimed Fees
moonriver,MOVR,181.76509000945518,Unclaimed Fees
moonriver,USDC,0.0,Claimed Fees
moonriver,USDC,0.0,Unclaimed Fees
moonriver,WETH,0.0,Claimed Fees
moonriver,WETH,0.0,Unclaimed Fees
moonbeam,MOVR,0.0,Claimed Fees
moonbeam,MOVR,178.06859594226466,Unclaimed Fees
moonbeam,WETH,0.0,Claimed Fees
moonbeam,WETH,0.0,Unclaimed Fees
optimism,ETH,0.0,Claimed Fees
optimism,ETH,0.0,Unclaimed Fees
optimism,USDC,0.0,Claimed Fees
optimism,USDC,0.0,Unclaimed Fees
optimism,DAI,0.0,Claimed Fees
optimism,DAI,0.0,Unclaimed Fees
optimism,NETH,6505.7823367990895,Claimed Fees
optimism,NETH,93112.74874320139,Unclaimed Fees
optimism,UNIDX,0.0,Claimed Fees
optimism,UNIDX,0.0,Unclaimed Fees
optimism,OP,0.0,Claimed Fees
optimism,OP,0.0,Unclaimed Fees
optimism,GOHM,0.0,Claimed Fees
optimism,GOHM,1712.3625528237733,Unclaimed Fees
optimism,USDT,0.0,Claimed Fees
optimism,USDT,0.0,Unclaimed Fees
optimism,SYN,0.0,Claimed Fees
optimism,SYN,1700.242327011811,Unclaimed Fees
optimism,NUSD,0.0,Claimed Fees
optimism,NUSD,101164.40888556196,Unclaimed Fees
optimism,USDC.e,0.0,Claimed Fees
optimism,USDC.e,0.0,Unclaimed Fees
optimism,SUSD,0.0,Claimed Fees
optimism,SUSD,0.0,Unclaimed Fees
optimism,WETH,0.0,Claimed Fees
optimism,WETH,0.0,Unclaimed Fees
polygon,MATIC,0.0,Claimed Fees
polygon,MATIC,0.0,Unclaimed Fees
polygon,WMATIC,21950.605488213158,Claimed Fees
polygon,WMATIC,335.0333191061229,Unclaimed Fees
polygon,USDC.e,32835.88730554583,Claimed Fees
polygon,USDC.e,0.0,Unclaimed Fees
polygon,WETH,0.0,Claimed Fees
polygon,WETH,0.0,Unclaimed Fees
polygon,USDT,19037.79946366242,Claimed Fees
polygon,USDT,0.0,Unclaimed Fees
polygon,DAI,15549.412126587138,Claimed Fees
polygon,DAI,0.0,Unclaimed Fees
polygon,SYN,1207.0668355791129,Claimed Fees
polygon,SYN,1380.5181405903397,Unclaimed Fees
polygon,GOHM,1796.3906646511289,Claimed Fees
polygon,GOHM,2558.894693767156,Unclaimed Fees
polygon,NUSD,91155.70013286229,Claimed Fees
polygon,NUSD,60824.64557244847,Unclaimed Fees
