Chain,Token Symbol,Value,Type
arbitrum,ETH,0.0,Claimed Fees
arbitrum,ETH,0.0,Unclaimed Fees
arbitrum,USDC,0.0,Claimed Fees
arbitrum,USDC,0.0,Unclaimed Fees
arbitrum,USDT,10945.644709999999,Claimed Fees
arbitrum,USDT,0.0,Unclaimed Fees
arbitrum,DAI,4466.2017399999995,Claimed Fees
arbitrum,DAI,0.0,Unclaimed Fees
arbitrum,GMX,18441.137761926864,Claimed Fees
arbitrum,GMX,122881.00490381785,Unclaimed Fees
arbitrum,FRAX,0.0,Claimed Fees
arbitrum,FRAX,0.0,Unclaimed Fees
arbitrum,NETH,89091.6207437817,Claimed Fees
arbitrum,NETH,294676.60382333235,Unclaimed Fees
arbitrum,ARB,0.0,Claimed Fees
arbitrum,ARB,0.0,Unclaimed Fees
arbitrum,USDC.e,0.0,Claimed Fees
arbitrum,USDC.e,0.0,Unclaimed Fees
arbitrum,GOHM,18281.542711664246,Claimed Fees
arbitrum,GOHM,56934.07097158269,Unclaimed Fees
arbitrum,WETH,0.0,Claimed Fees
arbitrum,WETH,0.0,Unclaimed Fees
arbitrum,UNIDX,0.0,Claimed Fees
arbitrum,UNIDX,801.1411016082687,Unclaimed Fees
arbitrum,SYN,0.0,Claimed Fees
arbitrum,SYN,8135.8674645586225,Unclaimed Fees
arbitrum,NUSD,88519.74599231698,Claimed Fees
arbitrum,NUSD,378112.9166076188,Unclaimed Fees
aurora,NUSD,0.0,Claimed Fees
aurora,NUSD,125794.25612824467,Unclaimed Fees
aurora,USDC.e,0.0,Claimed Fees
aurora,USDC.e,0.0,Unclaimed Fees
aurora,USDT.e,0.0,Claimed Fees
aurora,USDT.e,0.0,Unclaimed Fees
avax,AVAX,0.0,Claimed Fees
avax,AVAX,0.0,Unclaimed Fees
avax,AVAX,47.52375312,Claimed Fees
avax,AVAX,20955.80934421726,Unclaimed Fees
avax,USDT.e,0.0,Claimed Fees
avax,USDT.e,0.0,Unclaimed Fees
avax,USDC.e,0.0,Claimed Fees
avax,USDC.e,0.0,Unclaimed Fees
avax,DAI.e,0.0,Claimed Fees
avax,DAI.e,0.0,Unclaimed Fees
avax,WETH.e,0.0,Claimed Fees
avax,WETH.e,0.0,Unclaimed Fees
avax,GOHM,15723.017663123353,Claimed Fees
avax,GOHM,14362.099123774431,Unclaimed Fees
avax,SYN,26775.444429317333,Claimed Fees
avax,SYN,14080.260880354173,Unclaimed Fees
avax,GMX,216.8122128572406,Claimed Fees
avax,GMX,0.0,Unclaimed Fees
avax,NETH,44025.96388012712,Claimed Fees
avax,NETH,49611.22323501804,Unclaimed Fees
avax,NUSD,0.6202301639992769,Claimed Fees
avax,NUSD,56476.414433346865,Unclaimed Fees
avax,USDC,0.0,Claimed Fees
avax,USDC,0.0,Unclaimed Fees
avax,USDT,0.0,Claimed Fees
avax,USDT,0.0,Unclaimed Fees
avax,JEWEL,0.0,Claimed Fees
avax,JEWEL,0.0,Unclaimed Fees
avax,BTCB,0.0,Claimed Fees
avax,BTCB,1.3770787258800002e-07,Unclaimed Fees
avax,AVWETH,0.0,Claimed Fees
avax,AVWETH,0.0,Unclaimed Fees
boba,WETH,0.0,Claimed Fees
boba,WETH,0.0,Unclaimed Fees
boba,ETH,0.0,Claimed Fees
boba,ETH,0.0,Unclaimed Fees
boba,USDC,0.0,Claimed Fees
boba,USDC,0.0,Unclaimed Fees
boba,USDT,0.0,Claimed Fees
boba,USDT,0.0,Unclaimed Fees
boba,DAI,0.0,Claimed Fees
boba,DAI,0.0,Unclaimed Fees
boba,NUSD,0.0,Claimed Fees
boba,NUSD,122355.42144485984,Unclaimed Fees
boba,NETH,32013.24151704378,Claimed Fees
boba,NETH,15028.19170190726,Unclaimed Fees
bsc,BUSD,0.0,Claimed Fees
bsc,BUSD,0.0,Unclaimed Fees
bsc,USDC,71327.25311976687,Claimed Fees
bsc,USDC,0.0,Unclaimed Fees
bsc,NUSD,0.0,Claimed Fees
bsc,NUSD,55602.59209546216,Unclaimed Fees
bsc,HIGH,4546.120511620187,Claimed Fees
bsc,HIGH,2689.4427251661627,Unclaimed Fees
bsc,BSC-USD,63971.215161090826,Claimed Fees
bsc,BSC-USD,0.0,Unclaimed Fees
bsc,USDT,63971.215161090826,Claimed Fees
bsc,USDT,0.0,Unclaimed Fees
bsc,SYN,298.9133172478763,Claimed Fees
bsc,SYN,3951.383569803699,Unclaimed Fees
canto,NETH,0.0,Claimed Fees
canto,NETH,4204.975641831774,Unclaimed Fees
canto,NUSD,0.0,Claimed Fees
canto,NUSD,93276.54838133065,Unclaimed Fees
canto,USDC,0.0,Claimed Fees
canto,USDC,0.0,Unclaimed Fees
canto,NOTE,0.0,Claimed Fees
canto,NOTE,0.0,Unclaimed Fees
canto,ETH,0.0,Claimed Fees
canto,ETH,0.0,Unclaimed Fees
canto,USDT,0.0,Claimed Fees
canto,USDT,0.0,Unclaimed Fees
cronos,USDC,0.0,Claimed Fees
cronos,USDC,0.0,Unclaimed Fees
cronos,NUSD,0.0,Claimed Fees
cronos,NUSD,0.0,Unclaimed Fees
dogechain,USDC,0.0,Claimed Fees
dogechain,USDC,2315.201114226,Unclaimed Fees
dogechain,USDT,0.0,Claimed Fees
dogechain,USDT,841.095232978,Unclaimed Fees
dogechain,DAI,0.0,Claimed Fees
dogechain,DAI,456.3185986259068,Unclaimed Fees
dogechain,WBTC,0.0,Claimed Fees
dogechain,WBTC,96.32020902000001,Unclaimed Fees
dogechain,FRAX,0.0,Claimed Fees
dogechain,FRAX,14.014,Unclaimed Fees
dogechain,WETH,0.0,Claimed Fees
dogechain,WETH,1611.0316045431862,Unclaimed Fees
ethereum,ETH,0.0,Claimed Fees
ethereum,ETH,0.0,Unclaimed Fees
ethereum,USDC,8788.409763132999,Claimed Fees
ethereum,USDC,1578.8417574929997,Unclaimed Fees
ethereum,DAI,14085.54328537251,Claimed Fees
ethereum,DAI,150.14999999999998,Unclaimed Fees
ethereum,WBTC,2798.44426428,Claimed Fees
ethereum,WBTC,315.54096287,Unclaimed Fees
ethereum,LINK,12.256,Claimed Fees
ethereum,LINK,12.256,Unclaimed Fees
ethereum,HIGH,6715.696097673755,Claimed Fees
ethereum,HIGH,0.0,Unclaimed Fees
ethereum,UNIDX,0.0,Claimed Fees
ethereum,UNIDX,0.0,Unclaimed Fees
ethereum,FRAX,26252.834094352394,Claimed Fees
ethereum,FRAX,0.0,Unclaimed Fees
ethereum,NUSD,796821.4689931973,Claimed Fees
ethereum,NUSD,411117.2579575019,Unclaimed Fees
ethereum,GOHM,37170.83189036407,Claimed Fees
ethereum,GOHM,6640.300382495407,Unclaimed Fees
ethereum,SYN,182700.70146797356,Claimed Fees
ethereum,SYN,9799.064307897923,Unclaimed Fees
ethereum,USDT,5855.995336190999,Claimed Fees
ethereum,USDT,423.3996556789999,Unclaimed Fees
ethereum,SYN-ETH Sushi LP,1968994.0083634185,Claimed Fees
ethereum,SYN-ETH Sushi LP,0.0,Unclaimed Fees
ethereum,WETH,308076.93462921045,Claimed Fees
ethereum,WETH,28867.18037663607,Unclaimed Fees
fantom,FTM,0.0,Claimed Fees
fantom,FTM,0.0,Unclaimed Fees
fantom,WFTM,593.6186155727215,Claimed Fees
fantom,WFTM,64.322333353905,Unclaimed Fees
fantom,SYN,1632.3863108731036,Claimed Fees
fantom,SYN,10804.956030174517,Unclaimed Fees
fantom,NUSD,0.0,Claimed Fees
fantom,NUSD,197786.71390777855,Unclaimed Fees
fantom,NETH,75011.52646676604,Claimed Fees
fantom,NETH,13894.88004665049,Unclaimed Fees
fantom,GOHM,0.0,Claimed Fees
fantom,GOHM,6323.8249735607305,Unclaimed Fees
fantom,UNIDX,0.0,Claimed Fees
fantom,UNIDX,0.0,Unclaimed Fees
metis,METIS,12807.6,Claimed Fees
metis,METIS,0.0,Unclaimed Fees
metis,m.USDC,1343382.8475607538,Claimed Fees
metis,m.USDC,0.0,Unclaimed Fees
metis,WETH,0.0,Claimed Fees
metis,WETH,0.0,Unclaimed Fees
metis,SYN,2538.1505214090657,Claimed Fees
metis,SYN,403.0050723368341,Unclaimed Fees
metis,NUSD,0.006544885110653758,Claimed Fees
metis,NUSD,106453.78836099761,Unclaimed Fees
metis,NETH,0.0,Claimed Fees
metis,NETH,19130.96569585763,Unclaimed Fees
moonriver,MOVR,0.0,Claimed Fees
moonriver,MOVR,161.00624283571275,Unclaimed Fees
moonriver,USDC,0.0,Claimed Fees
moonriver,USDC,0.0,Unclaimed Fees
moonriver,WETH,0.0,Claimed Fees
moonriver,WETH,0.0,Unclaimed Fees
moonbeam,MOVR,0.0,Claimed Fees
moonbeam,MOVR,156.87392245219056,Unclaimed Fees
moonbeam,WETH,0.0,Claimed Fees
moonbeam,WETH,0.0,Unclaimed Fees
optimism,ETH,0.0,Claimed Fees
optimism,ETH,0.0,Unclaimed Fees
optimism,USDC,0.0,Claimed Fees
optimism,USDC,0.0,Unclaimed Fees
optimism,DAI,0.0,Claimed Fees
optimism,DAI,0.0,Unclaimed Fees
optimism,NETH,7425.246041561384,Claimed Fees
optimism,NETH,111788.79757999293,Unclaimed Fees
optimism,UNIDX,0.0,Claimed Fees
optimism,UNIDX,0.0,Unclaimed Fees
optimism,OP,345000.0,Claimed Fees
optimism,OP,0.0,Unclaimed Fees
optimism,GOHM,0.0,Claimed Fees
optimism,GOHM,1747.3885412093948,Unclaimed Fees
optimism,USDT,0.0,Claimed Fees
optimism,USDT,0.0,Unclaimed Fees
optimism,SYN,0.0,Claimed Fees
optimism,SYN,1225.5471386687911,Unclaimed Fees
optimism,NUSD,0.0,Claimed Fees
optimism,NUSD,111072.81386292045,Unclaimed Fees
optimism,USDC.e,0.0,Claimed Fees
optimism,USDC.e,0.0,Unclaimed Fees
optimism,SUSD,0.0,Claimed Fees
optimism,SUSD,0.0,Unclaimed Fees
optimism,WETH,0.0,Claimed Fees
optimism,WETH,0.0,Unclaimed Fees
polygon,MATIC,0.0,Claimed Fees
polygon,MATIC,0.0,Unclaimed Fees
polygon,WMATIC,20565.496292974647,Claimed Fees
polygon,WMATIC,363.17232000000007,Unclaimed Fees
polygon,USDC.e,32865.758120195,Claimed Fees
polygon,USDC.e,0.0,Unclaimed Fees
polygon,WETH,0.0,Claimed Fees
polygon,WETH,0.0,Unclaimed Fees
polygon,USDT,19058.800319558995,Claimed Fees
polygon,USDT,0.0,Unclaimed Fees
polygon,DAI,15572.4986280497,Claimed Fees
polygon,DAI,0.0,Unclaimed Fees
polygon,SYN,844.6280438191089,Claimed Fees
polygon,SYN,1104.8561340114868,Unclaimed Fees
polygon,GOHM,1824.456891063503,Claimed Fees
polygon,GOHM,2618.2408893189986,Unclaimed Fees
polygon,NUSD,91238.6244953912,Claimed Fees
polygon,NUSD,76882.99253588665,Unclaimed Fees
