Chain,Token Symbol,Value,Type
arbitrum,ETH,0.0,Claimed Fees
arbitrum,ETH,0.0,Unclaimed Fees
arbitrum,USDC,0.0,Claimed Fees
arbitrum,USDC,0.0,Unclaimed Fees
arbitrum,USDT,10928.64123595,Claimed Fees
arbitrum,USDT,0.0,Unclaimed Fees
arbitrum,DAI,4460.2943962399995,Claimed Fees
arbitrum,DAI,0.0,Unclaimed Fees
arbitrum,GMX,8525.355813695163,Claimed Fees
arbitrum,GMX,58646.045460147194,Unclaimed Fees
arbitrum,FRAX,0.0,Claimed Fees
arbitrum,FRAX,0.0,Unclaimed Fees
arbitrum,NETH,80334.65223259387,Claimed Fees
arbitrum,NETH,19748.74525379355,Unclaimed Fees
arbitrum,ARB,946584.5828391378,Claimed Fees
arbitrum,ARB,0.0,Unclaimed Fees
arbitrum,USDC.e,15742.196469999997,Claimed Fees
arbitrum,USDC.e,0.0,Unclaimed Fees
arbitrum,GOHM,19362.445811071953,Claimed Fees
arbitrum,GOHM,68480.62778753106,Unclaimed Fees
arbitrum,WETH,0.0,Claimed Fees
arbitrum,WETH,0.0,Unclaimed Fees
arbitrum,UNIDX,797.5731939074996,Claimed Fees
arbitrum,UNIDX,762.266490626226,Unclaimed Fees
arbitrum,SYN,0.0,Claimed Fees
arbitrum,SYN,4464.796850150606,Unclaimed Fees
arbitrum,NUSD,0.0,Claimed Fees
arbitrum,NUSD,53606.43579321913,Unclaimed Fees
aurora,NUSD,0.0,Claimed Fees
aurora,NUSD,126826.44566772375,Unclaimed Fees
aurora,USDC.e,0.0,Claimed Fees
aurora,USDC.e,0.0,Unclaimed Fees
aurora,USDT.e,0.0,Claimed Fees
aurora,USDT.e,0.0,Unclaimed Fees
avax,AVAX,0.0,Claimed Fees
avax,AVAX,0.0,Unclaimed Fees
avax,AVAX,26.758869999999998,Claimed Fees
avax,AVAX,13951.262394037018,Unclaimed Fees
avax,USDT.e,0.0,Claimed Fees
avax,USDT.e,0.0,Unclaimed Fees
avax,USDC.e,0.0,Claimed Fees
avax,USDC.e,0.0,Unclaimed Fees
avax,DAI.e,0.0,Claimed Fees
avax,DAI.e,0.0,Unclaimed Fees
avax,WETH.e,0.0,Claimed Fees
avax,WETH.e,0.0,Unclaimed Fees
avax,GOHM,16652.647005250412,Claimed Fees
avax,GOHM,15585.09660461017,Unclaimed Fees
avax,SYN,12858.169523329876,Claimed Fees
avax,SYN,7347.366021311743,Unclaimed Fees
avax,GMX,100.23249558813855,Claimed Fees
avax,GMX,0.0,Unclaimed Fees
avax,NETH,39698.57622959013,Claimed Fees
avax,NETH,55332.05432645876,Unclaimed Fees
avax,NUSD,0.6188885798159496,Claimed Fees
avax,NUSD,79240.72738646006,Unclaimed Fees
avax,USDC,0.0,Claimed Fees
avax,USDC,0.0,Unclaimed Fees
avax,USDT,0.0,Claimed Fees
avax,USDT,0.0,Unclaimed Fees
avax,JEWEL,0.0,Claimed Fees
avax,JEWEL,0.0,Unclaimed Fees
avax,BTCB,0.0,Claimed Fees
avax,BTCB,1.70649619028e-07,Unclaimed Fees
avax,AVWETH,0.0,Claimed Fees
avax,AVWETH,0.0,Unclaimed Fees
boba,WETH,0.0,Claimed Fees
boba,WETH,0.0,Unclaimed Fees
boba,ETH,0.0,Claimed Fees
boba,ETH,0.0,Unclaimed Fees
boba,USDC,0.0,Claimed Fees
boba,USDC,0.0,Unclaimed Fees
boba,USDT,0.0,Claimed Fees
boba,USDT,0.0,Unclaimed Fees
boba,DAI,0.0,Claimed Fees
boba,DAI,0.0,Unclaimed Fees
boba,NUSD,0.0,Claimed Fees
boba,NUSD,122630.13226137398,Unclaimed Fees
boba,NETH,28866.60499202164,Claimed Fees
boba,NETH,14475.660912848745,Unclaimed Fees
bsc,BUSD,0.0,Claimed Fees
bsc,BUSD,35.965660562593094,Unclaimed Fees
bsc,USDC,71172.96924229688,Claimed Fees
bsc,USDC,0.0,Unclaimed Fees
bsc,NUSD,0.0,Claimed Fees
bsc,NUSD,142658.48295475513,Unclaimed Fees
bsc,HIGH,2431.645855052658,Claimed Fees
bsc,HIGH,2663.6889471411955,Unclaimed Fees
bsc,BSC-USD,63871.83929737905,Claimed Fees
bsc,BSC-USD,0.0,Unclaimed Fees
bsc,USDT,63871.83929737905,Claimed Fees
bsc,USDT,0.0,Unclaimed Fees
bsc,SYN,143.544885542431,Claimed Fees
bsc,SYN,2214.5348511524603,Unclaimed Fees
canto,NETH,0.0,Claimed Fees
canto,NETH,9325.901476217734,Unclaimed Fees
canto,NUSD,0.0,Claimed Fees
canto,NUSD,115880.24274093538,Unclaimed Fees
canto,USDC,0.0,Claimed Fees
canto,USDC,0.0,Unclaimed Fees
canto,NOTE,0.0,Claimed Fees
canto,NOTE,0.0,Unclaimed Fees
canto,ETH,0.0,Claimed Fees
canto,ETH,0.0,Unclaimed Fees
canto,USDT,0.0,Claimed Fees
canto,USDT,0.0,Unclaimed Fees
cronos,USDC,0.0,Claimed Fees
cronos,USDC,0.0,Unclaimed Fees
cronos,NUSD,0.0,Claimed Fees
cronos,NUSD,0.0,Unclaimed Fees
dogechain,USDC,0.0,Claimed Fees
dogechain,USDC,2316.437365716934,Unclaimed Fees
dogechain,USDT,0.0,Claimed Fees
dogechain,USDT,845.08569498721,Unclaimed Fees
dogechain,DAI,0.0,Claimed Fees
dogechain,DAI,455.71503636358847,Unclaimed Fees
dogechain,WBTC,0.0,Claimed Fees
dogechain,WBTC,87.69105511409981,Unclaimed Fees
dogechain,FRAX,0.0,Claimed Fees
dogechain,FRAX,13.954556,Unclaimed Fees
dogechain,WETH,0.0,Claimed Fees
dogechain,WETH,1471.1754657394233,Unclaimed Fees
ethereum,ETH,0.0,Claimed Fees
ethereum,ETH,0.0,Unclaimed Fees
ethereum,USDC,49142.995341662696,Claimed Fees
ethereum,USDC,269.68539451275655,Unclaimed Fees
ethereum,DAI,14396.80573669136,Claimed Fees
ethereum,DAI,89.97084,Unclaimed Fees
ethereum,WBTC,2913.1468174816578,Claimed Fees
ethereum,WBTC,117.20687066379422,Unclaimed Fees
ethereum,LINK,18.77430698188661,Claimed Fees
ethereum,LINK,4.693576745471653,Unclaimed Fees
ethereum,HIGH,3628.91651736038,Claimed Fees
ethereum,HIGH,76.54200913356462,Unclaimed Fees
ethereum,UNIDX,0.0,Claimed Fees
ethereum,UNIDX,119.07,Unclaimed Fees
ethereum,FRAX,26440.502118963166,Claimed Fees
ethereum,FRAX,99.6754,Unclaimed Fees
ethereum,NUSD,633441.7988749889,Claimed Fees
ethereum,NUSD,131632.22540038012,Unclaimed Fees
ethereum,GOHM,52682.58181805984,Claimed Fees
ethereum,GOHM,3826.429509664107,Unclaimed Fees
ethereum,SYN,15364.841103845089,Claimed Fees
ethereum,SYN,2038.75458,Unclaimed Fees
ethereum,USDT,6769.189468607475,Claimed Fees
ethereum,USDT,59.9667,Unclaimed Fees
ethereum,SYN-ETH Sushi LP,1337549.351099601,Claimed Fees
ethereum,SYN-ETH Sushi LP,0.0,Unclaimed Fees
ethereum,WETH,0.0,Claimed Fees
ethereum,WETH,235025.58232567884,Unclaimed Fees
fantom,FTM,0.0,Claimed Fees
fantom,FTM,0.0,Unclaimed Fees
fantom,WFTM,250.82674718999198,Claimed Fees
fantom,WFTM,38.872219263495,Unclaimed Fees
fantom,SYN,783.9085535322553,Claimed Fees
fantom,SYN,5259.947072054489,Unclaimed Fees
fantom,NUSD,25094.4694043206,Claimed Fees
fantom,NUSD,208222.1405572705,Unclaimed Fees
fantom,NETH,69556.30129818924,Claimed Fees
fantom,NETH,13594.749960827616,Unclaimed Fees
fantom,GOHM,0.0,Claimed Fees
fantom,GOHM,6929.015436254647,Unclaimed Fees
fantom,UNIDX,0.0,Claimed Fees
fantom,UNIDX,0.378,Unclaimed Fees
metis,METIS,22210.65,Claimed Fees
metis,METIS,0.0,Unclaimed Fees
metis,m.USDC,1340477.0534135946,Claimed Fees
metis,m.USDC,0.0,Unclaimed Fees
metis,WETH,0.0,Claimed Fees
metis,WETH,0.0,Unclaimed Fees
metis,SYN,1218.8768618261167,Claimed Fees
metis,SYN,227.82036525916726,Unclaimed Fees
metis,NUSD,0.0065307282462253495,Claimed Fees
metis,NUSD,119817.10038596873,Unclaimed Fees
metis,NETH,0.0,Claimed Fees
metis,NETH,20330.022800686544,Unclaimed Fees
moonriver,MOVR,0.0,Claimed Fees
moonriver,MOVR,83.983340546981,Unclaimed Fees
moonriver,USDC,0.0,Claimed Fees
moonriver,USDC,0.0,Unclaimed Fees
moonriver,WETH,0.0,Claimed Fees
moonriver,WETH,0.0,Unclaimed Fees
moonbeam,MOVR,0.0,Claimed Fees
moonbeam,MOVR,81.34740094363204,Unclaimed Fees
moonbeam,WETH,0.0,Claimed Fees
moonbeam,WETH,68.7340885322826,Unclaimed Fees
optimism,ETH,0.0,Claimed Fees
optimism,ETH,0.0,Unclaimed Fees
optimism,USDC,0.0,Claimed Fees
optimism,USDC,0.0,Unclaimed Fees
optimism,DAI,0.0,Claimed Fees
optimism,DAI,0.0,Unclaimed Fees
optimism,NETH,6695.405847490007,Claimed Fees
optimism,NETH,119810.09575825863,Unclaimed Fees
optimism,UNIDX,0.0,Claimed Fees
optimism,UNIDX,963.0871663307172,Unclaimed Fees
optimism,OP,209889.75570700396,Claimed Fees
optimism,OP,0.0,Unclaimed Fees
optimism,GOHM,0.0,Claimed Fees
optimism,GOHM,1868.226966942344,Unclaimed Fees
optimism,USDT,0.0,Claimed Fees
optimism,USDT,0.0,Unclaimed Fees
optimism,SYN,0.0,Claimed Fees
optimism,SYN,702.5162545057337,Unclaimed Fees
optimism,NUSD,0.0,Claimed Fees
optimism,NUSD,147278.05271264864,Unclaimed Fees
optimism,USDC.e,0.0,Claimed Fees
optimism,USDC.e,0.0,Unclaimed Fees
optimism,SUSD,0.0,Claimed Fees
optimism,SUSD,0.0,Unclaimed Fees
optimism,WETH,0.0,Claimed Fees
optimism,WETH,0.0,Unclaimed Fees
polygon,MATIC,0.0,Claimed Fees
polygon,MATIC,0.0,Unclaimed Fees
polygon,WMATIC,10061.96285414203,Claimed Fees
polygon,WMATIC,247.28019773600002,Unclaimed Fees
polygon,USDC.e,32794.66808970889,Claimed Fees
polygon,USDC.e,0.0,Unclaimed Fees
polygon,WETH,0.0,Claimed Fees
polygon,WETH,0.0,Unclaimed Fees
polygon,USDT,19029.193491889753,Claimed Fees
polygon,USDT,0.0,Unclaimed Fees
polygon,DAI,15551.901237256956,Claimed Fees
polygon,DAI,0.0,Unclaimed Fees
polygon,SYN,405.60934853029795,Claimed Fees
polygon,SYN,621.4186804855295,Unclaimed Fees
polygon,GOHM,1932.328592012901,Claimed Fees
polygon,GOHM,2866.678268973965,Unclaimed Fees
polygon,NUSD,91041.27147608255,Claimed Fees
polygon,NUSD,118425.64481272043,Unclaimed Fees
